Competition Title,Competition Date,Category,Rank,FIRST,LAST,Country,Qualification,Semi-final,Final,Semi-Final
IFSC - CLIMBING WORLD CUP (B) - BRIXEN (ITA) 2022,10 JUNE - 12 JUNE 2022,BOULDER Women,79,SIOBHAN,DOBIE,AUS,0T1Z 0 5,,,
IFSC - CLIMBING WORLD CUP (B) - BRIXEN (ITA) 2022,10 JUNE - 12 JUNE 2022,BOULDER Women,79,ELIZABETH,SEPULVEDA,PUR,0T0Z 0 0,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,1,COLIN,DUFFY,USA,4T5Z 13 14,3T4Z 5 4,3T4Z 12 9,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,2,DOHYUN,LEE,KOR,3T5Z 3 9,3T4Z 9 9,2T4Z 10 12,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,3,YOSHIYUKI,OGATA,JPN,5T5Z 5 5,3T4Z 4 4,2T4Z 10 14,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,4,JONGWON,CHON,KOR,5T5Z 6 5,2T4Z 3 5,2T3Z 2 3,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,5,KOKORO,FUJII,JPN,4T5Z 7 8,3T4Z 5 6,2T3Z 3 4,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,6,YANNICK,FLOHï¿,GER,3T5Z 7 13,3T4Z 6 11,2T3Z 7 7,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,7,TOMOA,NARASAKI,JPN,4T4Z 6 6,2T4Z 5 8,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,8,SEAN,BAILEY,USA,3T5Z 6 11,2T4Z 6 8,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,9,SAM,AVEZOU,FRA,3T5Z 4 7,2T4Z 10 9,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,10,TOMOAKI,TAKATA,JPN,3T5Z 6 11,2T4Z 10 11,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,11,HAMISH,MCARTHUR,GBR,4T5Z 6 9,2T3Z 4 4,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,12,JAKOB,SCHUBERT,AUT,5T5Z 9 6,1T4Z 1 7,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,13,ALEXANDER,MEGOS,GER,4T5Z 14 11,1T4Z 2 7,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,14,MAXIMILLIAN,MILNE,GBR,4T5Z 8 8,1T4Z 3 12,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,15,REI,KAWAMATA,JPN,4T5Z 5 6,1T3Z 1 4,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,16,ZAN,LOVENJAK SUDAR,SLO,4T5Z 12 6,1T3Z 1 6,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,17,KENTO,YAMAGUCHI,JPN,4T5Z 6 7,1T3Z 5 8,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,18,MATHIEU,TERNANT,FRA,4T5Z 10 15,1T3Z 6 17,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,19,ALEX,KHAZANOV,ISR,4T4Z 7 7,0T3Z 0 7,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,20,NIKOLAY,RUSEV,BUL,3T5Z 7 9,0T3Z 0 10,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,21,JAN-LUCA,POSCH,AUT,3T5Z 4 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,21,SATONE,YOSHIDA,JPN,3T5Z 8 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,23,KEITA,DOHI,JPN,3T5Z 8 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,23,MICKAEL,MAWEM,FRA,3T4Z 8 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,25,MAX,KLEESATTEL,GER,3T4Z 4 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,25,ANZE,PEHARC,SLO,2T5Z 2 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,27,JESSE,GRUPPER,USA,2T5Z 6 15,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,27,SIMON,LORENZI,BEL,3T4Z 7 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,29,ENEKO,CARRETERO CRUZ,ESP,3T4Z 9 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,29,JERNEJ,KRUDER,SLO,2T4Z 2 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,31,ROSS,FULKERSON,USA,2T5Z 5 19,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,31,DON,VAN LAERE,NED,2T4Z 6 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,33,SUNGSU,LEE,KOR,2T5Z 6 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,33,RAM,LEVIN,ISR,2T3Z 3 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,35,ILJA,AUERSPERG,AUT,2T3Z 4 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,35,CHRISTOPH,SCHWEIGER,GER,2T4Z 2 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,37,ZACH,GALLA,USA,2T4Z 5 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,37,BENJAMIN,HANNA,USA,2T3Z 6 4,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,39,SASCHA,LEHMANN,SUI,2T3Z 10 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,39,NICOLAI,UZNIK,AUT,2T4Z 6 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,41,NIMROD,MARCUS,ISR,1T5Z 1 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,41,HANNES,VAN DUYSEN,BEL,2T4Z 6 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,43,ANTHONY,GULLSTEN,FIN,1T5Z 1 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,43,MEJDI,SCHALCK,FRA,2T3Z 4 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,45,YUFEI,PAN,CHN,1T5Z 1 21,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,45,FEDIR,SAMOILOV,UKR,2T3Z 4 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,47,MARCELLO,BOMBARDI,ITA,1T5Z 3 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,47,MATIC,KOTAR,SLO,2T3Z 5 4,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,49,CHEUK-HEI,HO,HKG,1T5Z 3 16,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,49,HANNES,PUMAN,SWE,2T3Z 5 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,51,YOTAM,BEN REUVEN,ISR,2T3Z 5 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,51,MIKEL ASIER,LINACISORO MOLINA,ESP,1T5Z 4 15,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,53,OSCAR,BAUDRAND,CAN,2T3Z 6 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,53,THILO JELDRIK,SCHRï¿½ï¿,NOR,1T4Z 1 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,55,PAUL,BRAND,NED,2T3Z 6 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,55,SERGII,TOPISHKO,UKR,1T4Z 1 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,57,MARK,BRAND,NED,2T3Z 8 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,57,NATHAN,PHILLIPS,GBR,1T4Z 1 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,59,RADIN,FOROUGHIAN,IRI,2T3Z 11 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,59,WILLIAM,RIDAL,GBR,1T4Z 1 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,61,NILS,FAVRE,SUI,1T4Z 1 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,61,DIEGO,LEQUERICA BUSCAGLIA,PER,2T2Z 7 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,63,ELIAS,ARRIAGADA KRï¿½ï¿,GER,1T4Z 1 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,63,GUY,MCNAMEE,CAN,1T4Z 1 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,65,CHI-FUNG,AU,HKG,1T4Z 1 17,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,65,GHOLAMALI,BARATZADEH,IRI,1T4Z 2 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,67,MICHAEL,O'NEILL,IRL,1T4Z 2 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,67,MICHAEL,PICCOLRUAZ,ITA,1T4Z 2 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,67,NIMRï¿½ï¿½D SEBEST,TUSNï¿½ï,HUN,1T4Z 2 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,70,VICTOR,BAUDRAND,CAN,1T4Z 2 17,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,71,EDVARDS,GRUZITIS,LAT,1T4Z 2 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,71,ZACH,RICHARDSON,CAN,1T4Z 3 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,73,LEO KETIL,Bï¿½,NOR,1T4Z 4 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,73,YONGCHEN,CHEN,CHN,1T4Z 3 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,75,FREDRIK,SERLACHIUS,SWE,1T4Z 4 13,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,75,SHINYEONG,YUN,KOR,1T4Z 4 15,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,77,ALEJANDRO,CRESPO COBOS,ESP,1T3Z 1 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,77,SLAV,KIROV,BUL,1T4Z 5 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,79,NICOLAS,COLLIN,BEL,1T3Z 1 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,79,CARMEL,RAZ ROMEO,ISR,1T3Z 4 17,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,81,ROMAN,BATSENKO,UKR,1T3Z 3 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,81,JINBIN,HUANG,CHN,1T3Z 5 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,83,PHILIPP,GEISENHOFF,SUI,1T3Z 3 12,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,83,SIMON,POTUCEK,CZE,1T3Z 5 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,85,IGNAS,KISIELIUS,LTU,1T3Z 4 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,85,IOANNIS-FILIPPOS,NOEL-BAKER,GRE,1T2Z 1 4,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,87,BEN,ABEL,AUS,1T2Z 1 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,87,JULIEN,CLï¿½ï¿½M,SUI,1T2Z 1 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,89,GERGï¿,Vï¿½ï¿,HUN,1T2Z 1 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,89,ALEX,WATERHOUSE,GBR,1T2Z 2 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,91,PER,RAVLO-CASPERSEN,NOR,1T2Z 2 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,91,DAVID,ZINSLER,AUT,1T2Z 1 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,93,HOSSEIN,FAMILROHANI,IRI,1T2Z 2 2,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,93,MATEY,MITSEV,BUL,1T2Z 3 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,93,BENJAMIN,VARGAS,CHI,1T2Z 3 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,96,AXEL,LINDFORS,FIN,1T2Z 3 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,97,MEL,JANSE VAN RENSBURG,RSA,1T2Z 4 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,97,ILMARI,PIIROINEN,FIN,1T2Z 3 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,97,JAKUB,ZIETEK,POL,1T2Z 4 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,100,JORIS,LEIPUS,LTU,1T2Z 4 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,101,MAXIMILIAN,LENZ,AUT,1T2Z 6 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,101,MATTHAIOS,VALSAMIDIS,GRE,1T2Z 4 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,103,CIARï¿½,SCANLON,IRL,1T2Z 5 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,103,CHEUK-NAM,WONG,HKG,1T1Z 3 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,105,RONNY,ESCOBAR,CHI,1T1Z 3 1,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,105,ROSEN,RUEV,BUL,1T1Z 4 4,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,107,FELIPE,HO FOGANHOLO,BRA,0T3Z 0 10,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,107,KA-CHUN,YAU,HKG,0T3Z 0 16,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,109,LAWRENCE,BOGESCHDORFER,AUT,0T3Z 0 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,109,FLORIAN,KLINGLER,AUT,0T2Z 0 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,111,FABIAN,Fï¿½ï¿½RA,SWE,0T3Z 0 16,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,111,CHRISTIAN,WAGNER,CHI,0T2Z 0 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,113,EMIL,ABRAHAMSSON,SWE,0T1Z 0 1,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,113,CAMPBELL,HARRISON,AUS,0T2Z 0 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,115,JOAQUIN,PIRIZ,ARG,0T1Z 0 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,115,TUUKKA,SIMONEN,FIN,0T2Z 0 16,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,117,LEONID,OSADCHYI,UKR,0T1Z 0 2,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,117,MIKAEL,SUIHKONEN,FIN,0T1Z 0 5,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,119,MAN-HEI,CHUNG,HKG,0T1Z 0 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,119,VALENTIN,STERNIK,ARG,0T1Z 0 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,119,GUSTAVO GABRIEL,SUAREZ MUNNE,ARG,0T1Z 0 3,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,119,OLEKSII,TYTARENKO,UKR,0T1Z 0 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,123,TEODOR,KIRKEBï¿,NOR,0T1Z 0 4,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,124,MARK,SCANLON,IRL,0T1Z 0 6,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,125,RODRIGO,IASI HANADA,BRA,0T1Z 0 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,125,THOMAS,WALDIN,NZL,0T1Z 0 7,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,127,IVAN,LUO,CAN,0T1Z 0 8,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,127,MATIAS,OCHOA MARCOS,ARG,0T1Z 0 9,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,129,DOHYEON,KIM,KOR,0T0Z 0 0,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,129,MATEUS,RODRIGUES BELLOTTO,BRA,0T0Z 0 0,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,129,NICOLAS,SALABERRY,ARG,0T0Z 0 0,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,129,ORFEAS,TSIAOUSIS,GRE,0T1Z 0 11,,,
"IFSC - CLIMBING WORLD CUP (B,L) - INNSBRUCK (AUT) 2022",22 JUNE - 26 JUNE 2022,BOULDER Men,129,VASIL,VASSILEV,BUL,0T0Z 0 0,,,
